Verified,Title,Description,Source,Hazard,Incident on,Province,District,Municipality,Ward,Total estimated loss (NPR),Agriculture economic loss (NPR),Infrastructure economic loss (NPR),Total infrastructure destroyed,House destroyed,House affected,Total livestock destroyed,Total - People Death,Male - People Death,Female - People Death,Unknown - People Death,Disabled - People Death,Total - People Missing,Male - People Missing,Female - People Missing,Unknown - People Missing,Disabled - People Missing,Total - People Injured,Male - People Injured,Female - People Injured,Unknown - People Injured,Disabled - People Injured,date,search_str,latitude,longitude
Yes,"Flood at Pahariya, Krishnapur Municipality-1",,nepal_police,Flood,2022-09-25,Sudurpashchim,Kanchanpur,Krishnapur,1,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-09-25,"Krishnapur, Kanchanpur, Nepal",28.873680000000036,80.44668000000007
Yes,Landslide at Hupsekot Rural Municipality-5,,nepal_police,Landslide,2022-09-24,Gandaki,Nawalparasi East,Hupsekot,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-09-24,"Hupsekot, Nawalparasi East, Nepal",27.70028000000008,84.06548000000004
Yes,"Landslide at Sathranumber, Barah Municipality-1",,nepal_police,Landslide,2022-09-24,Koshi,Sunsari,Barah,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-09-24,"Barah, Sunsari, Nepal",26.75279000000006,87.15755000000007
Yes,"Landslide at Mulpani, Kageshwori Manahora Municipality-5",,nepal_police,Landslide,2022-09-23,Bagmati,Kathmandu,Kageshwori Manahora,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-09-23,"Kageshwori Manahora, Kathmandu, Nepal",27.73165000000006,85.41696000000007
Yes,"Landslide at Baisari, Raghuganga Rural Municipality-2",,nepal_police,Landslide,2022-09-23,Gandaki,Myagdi,Raghuganga,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-09-23,"Raghuganga, Myagdi, Nepal",28.535030000000063,83.51666000000006
Yes,Landslide at Besishahar Municipality-1,,nepal_police,Landslide,2022-09-21,Gandaki,Lamjung,Besishahar,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-09-21,"Besishahar, Lamjung, Nepal",28.218920000000026,84.35283000000004
Yes,"Landslide at Bhanggobari, Tribeni Rural Municipality-2",,nepal_police,Landslide,2022-09-20,Lumbini,Rolpa,Tribeni,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-09-20,"Tribeni, Rolpa, Nepal",28.293540000000064,82.48467000000005
Yes,"Landslide at Dakshinkali, Dakshinkali Municipality-8",,nepal_police,Landslide,2022-09-19,Bagmati,Kathmandu,Dakshinkali,8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-09-19,"Dakshinkali, Kathmandu, Nepal",27.616640000000075,85.26694000000003
Yes,"Landslide at Chepang , Barahtal Rural Municipality-5",,nepal_police,Landslide,2022-09-18,Karnali,Surkhet,Barahtal,5,11856000.0,0,0,13,13,2,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-09-18,"Barahtal, Surkhet, Nepal",28.65372000000008,81.45104000000003
Yes,"Landslide at Lamapatan, Chankheli Rural Municipality-6",,nepal_police,Landslide,2022-09-18,Karnali,Humla,Chankheli,6,1586000.0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-09-18,"Chankheli, Humla, Nepal",29.855810000000076,82.23629000000005
Yes,"Landslide at Baisari, Raghuganga Rural Municipality-2",,nepal_police,Landslide,2022-09-18,Gandaki,Myagdi,Raghuganga,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-09-18,"Raghuganga, Myagdi, Nepal",28.535030000000063,83.51666000000006
Yes,"Landslide at Rag, Panchpuri Municipality-9",,nepal_police,Landslide,2022-09-17,Karnali,Surkhet,Panchpuri,9,1040000.0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-09-17,"Panchpuri, Surkhet, Nepal",28.789630000000045,81.40383000000008
Yes,"Landslide at Gutu, Chaukune Rural Municipality-8",,nepal_police,Landslide,2022-09-17,Karnali,Surkhet,Chaukune,8,3125000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-09-17,"Chaukune, Surkhet, Nepal",28.85994000000005,81.27875000000006
Yes,"Landslide at Khimane, Dhakari Rural Municipality-6",,nepal_police,Landslide,2022-09-17,Sudurpashchim,Achham,Dhakari,6,,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,3,1,2,0,0,2022-09-17,"Dhakari, Achham, Nepal",28.976180000000056,81.22569000000004
Yes,"Landslide at Salle, Musikot Municipality-1",,nepal_police,Landslide,2022-09-17,Karnali,Rukum West,Musikot,1,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-09-17,"Musikot, Rukum West, Nepal",28.612720000000024,82.47214000000008
Yes,"Flood at Simalkhet, Parashuram Municipality-6",,other,Flood,2022-09-17,Sudurpashchim,Dadeldhura,Parashuram,6,,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-09-17,"Parashuram, Dadeldhura, Nepal",29.129920000000027,80.34167000000008
Yes,"Landslide at Shajapur, Chure Rural Municipality-3",,nepal_police,Landslide,2022-09-17,Sudurpashchim,Kailali,Chure,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2022-09-17,"Chure, Kailali, Nepal",28.92739000000006,80.74607000000003
Yes,"Flood at Goruchauda, Bhajani Municipality-8",,nepal_police,Flood,2022-09-17,Sudurpashchim,Kailali,Bhajani,8,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-09-17,"Bhajani, Kailali, Nepal",28.52027000000004,80.96565000000004
Yes,"Landslide at Nada, Turmakhad Rural Municipality-5",,nepal_police,Landslide,2022-09-17,Sudurpashchim,Achham,Turmakhad,5,,0,0,2,2,0,0,9,2,7,0,0,0,0,0,0,0,0,0,0,0,0,2022-09-17,"Turmakhad, Achham, Nepal",28.886390000000063,81.48960000000005
Yes,"Landslide at Thatikhadh, Kamalbazar Municipality-6",,nepal_police,Landslide,2022-09-17,Sudurpashchim,Achham,Kamalbazar,6,,0,0,1,1,0,0,7,1,6,0,0,0,0,0,0,0,7,3,4,0,0,2022-09-17,"Kamalbazar, Achham, Nepal",29.063500000000033,81.33134000000007
Yes,"Landslide at Dhungachalna, Kamalbazar Municipality-8",,nepal_police,Landslide,2022-09-17,Sudurpashchim,Achham,Kamalbazar,8,,0,0,1,1,0,0,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,2022-09-17,"Kamalbazar, Achham, Nepal",29.063500000000033,81.33134000000007
Yes,"Landslide at sawa, Dhakari Rural Municipality-1",,nepal_police,Landslide,2022-09-17,Sudurpashchim,Achham,Dhakari,1,,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2022-09-17,"Dhakari, Achham, Nepal",28.976180000000056,81.22569000000004
Yes,"Landslide at Singadi, Aathabis Municipality-2",,nepal_police,Landslide,2022-09-16,Karnali,Dailekh,Aathabis,2,,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-09-16,"Aathabis, Dailekh, Nepal",28.844340000000045,81.71011000000004
Yes,"Landslide at chalal, Bethanchowk Rural Municipality-4",,nepal_police,Landslide,2022-09-15,Bagmati,Kavrepalanchok,Bethanchowk,4,,0,0,1,1,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2022-09-15,"Bethanchowk, Kavrepalanchok, Nepal",27.504720000000077,85.50667000000004
Yes,Landslide at Raghuganga Rural Municipality-8,,nepal_police,Landslide,2022-09-15,Gandaki,Myagdi,Raghuganga,8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-09-15,"Raghuganga, Myagdi, Nepal",28.535030000000063,83.51666000000006
Yes,"Landslide at Chaherea, Chautara SangachokGadhi Municipality-12",,nepal_police,Landslide,2022-09-15,Bagmati,Sindhupalchok,Chautara SangachokGadhi,12,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-09-15,"Chautara SangachokGadhi, Sindhupalchok, Nepal",27.750920000000065,85.73006000000004
Yes,"Landslide at Inarpani, Kanthekhola Rural Municipality-6",,nepal_police,Landslide,2022-09-15,Gandaki,Baglung,Kanthekhola,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-09-15,"Kanthekhola, Baglung, Nepal",28.263000000000034,83.50821000000008
Yes,"Landslide at Rupse, Annapurna Rural Municipality-3",,nepal_police,Landslide,2022-09-13,Gandaki,Myagdi,Annapurna,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-09-13,"Annapurna, Myagdi, Nepal",28.59914000000003,83.82277000000005
Yes,"Landslide at Kabeli, Hilihang Rural Municipality-2",,nepal_police,Landslide,2022-09-13,Koshi,Panchthar,Hilihang,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-09-13,"Hilihang, Panchthar, Nepal",27.22121000000004,87.79430000000008
Yes,"Landslide at Simalchaur, Marsyangdi Rural Municipality-8",,nepal_police,Landslide,2022-09-13,Gandaki,Lamjung,Marsyangdi,8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-09-13,"Marsyangdi, Lamjung, Nepal",28.083330000000046,84.46667000000008
Yes,"Landslide at Beni, Thasang Rural Municipality-4",,nepal_police,Landslide,2022-09-13,Gandaki,Mustang,Thasang,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-09-13,"Thasang, Mustang, Nepal",28.690620000000024,83.58839000000006
Yes,"Landslide at Udipur, Besishahar Municipality-1",,nepal_police,Landslide,2022-09-12,Gandaki,Lamjung,Besishahar,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-09-12,"Besishahar, Lamjung, Nepal",28.218920000000026,84.35283000000004
Yes,"Landslide at Lumbajung, Sangurigadhi Rural Municipality-5",,nepal_police,Landslide,2022-09-12,Koshi,Dhankuta,Sangurigadhi,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-09-12,"Sangurigadhi, Dhankuta, Nepal",26.90018000000003,87.29004000000003
Yes,"Landslide at Kharikhola, Khumbupasanglahmu Rural Municipality-1",,nepal_police,Landslide,2022-09-11,Koshi,Solukhumbu,Khumbupasanglahmu,1,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-09-11,"Khumbupasanglahmu, Solukhumbu, Nepal",27.844190000000022,86.72059000000007
Yes,"Landslide at Kalipokhari, Bhanu Municipality-10",,nepal_police,Landslide,2022-09-10,Gandaki,Tanahu,Bhanu,10,350000.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-09-10,"Bhanu, Tanahu, Nepal",28.041810000000055,84.40635000000003
Yes,Flood at Apihimal Rural Municipality-6,,nepal_police,Flood,2022-09-09,Sudurpashchim,Darchula,Apihimal,6,,0,0,42,42,9,0,6,3,3,0,0,9,0,0,9,0,11,7,4,0,0,2022-09-09,"Apihimal, Darchula, Nepal",29.870160000000055,80.88376000000005
Yes,"Flood at Amaltar, Temal Rural Municipality-1",,nepal_police,Flood,2022-09-08,Bagmati,Kavrepalanchok,Temal,1,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2022-09-08,"Temal, Kavrepalanchok, Nepal",27.511280000000056,85.75572000000005
Yes,"Landslide at Balephi, Barhabise Municipality-9",,nepal_police,Landslide,2022-09-07,Bagmati,Sindhupalchok,Barhabise,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-09-07,"Barhabise, Sindhupalchok, Nepal",27.836190000000045,85.87637000000007
Yes,"Landslide at Satranumbar, Barah Municipality-1",,nepal_police,Landslide,2022-09-07,Koshi,Sunsari,Barah,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-09-07,"Barah, Sunsari, Nepal",26.75279000000006,87.15755000000007
Yes,Landslide at Phungling Municipality-8,,nepal_police,Landslide,2022-09-07,Koshi,Taplejung,Phungling,8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-09-07,"Phungling, Taplejung, Nepal",27.38172000000003,87.71120000000008
Yes,Landslide at Tinau Rural Municipality-3,,nepal_police,Landslide,2022-09-06,Lumbini,Palpa,Tinau,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-09-06,"Tinau, Palpa, Nepal",27.76465000000007,83.47024000000005
Yes,"Landslide at Khanigaun, Chisankhugadhi Rural Municipality-5",,nepal_police,Landslide,2022-09-06,Koshi,Okhaldhunga,Chisankhugadhi,5,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-09-06,"Chisankhugadhi, Okhaldhunga, Nepal",27.31756000000007,86.62007000000006
Yes,"Landslide at Ghattekhola, Patan Municipality-6",,nepal_police,Landslide,2022-09-05,Sudurpashchim,Baitadi,Patan,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-09-05,"Patan, Baitadi, Nepal",29.449510000000032,80.58402000000007
Yes,"Landslide at Tilkeni, Illam Municipality-8",,nepal_police,Landslide,2022-09-05,Koshi,Ilam,Illam,8,1300000.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-09-05,"Illam, Ilam, Nepal",26.909430000000043,87.92824000000007
Yes,"Landslide at Kharawang, Putha Uttarganga Rural Municipality-9",,nepal_police,Landslide,2022-09-04,Lumbini,Rukum East,Putha Uttarganga,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-09-04,"Putha Uttarganga, Rukum East, Nepal",28.657820000000072,82.80700000000007
Yes,"Landslide at Jumkhola, Kalimati Rural Municipality-5",,nepal_police,Landslide,2022-09-04,Karnali,Salyan,Kalimati,5,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-09-04,"Kalimati, Salyan, Nepal",28.270790000000034,81.99644000000006
Yes,"Landslide at Nade, Gurbhakot Municipality-3",,nepal_police,Landslide,2022-09-04,Karnali,Surkhet,Gurbhakot,3,150000.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-09-04,"Gurbhakot, Surkhet, Nepal",28.439290000000028,81.90146000000004
Yes,"Landslide at Beni, Thasang Rural Municipality-4",,nepal_police,Landslide,2022-09-03,Gandaki,Mustang,Thasang,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-09-03,"Thasang, Mustang, Nepal",28.690620000000024,83.58839000000006
Yes,"Landslide at Baishasri, Raghuganga Rural Municipality-2",,nepal_police,Landslide,2022-09-02,Gandaki,Myagdi,Raghuganga,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-09-02,"Raghuganga, Myagdi, Nepal",28.535030000000063,83.51666000000006
Yes,"Landslide at Satranumbar, Barah Municipality-1",,nepal_police,Landslide,2022-09-02,Koshi,Sunsari,Barah,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-09-02,"Barah, Sunsari, Nepal",26.75279000000006,87.15755000000007
Yes,"Landslide at Sukrabare, Silichong Rural Municipality-3",,nepal_police,Landslide,2022-09-02,Koshi,Sankhuwasabha,Silichong,3,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-09-02,"Silichong, Sankhuwasabha, Nepal",27.514760000000024,87.07129000000003
Yes,"Landslide at Atharakilo, Bharatpur Metropolitan City-29",,nepal_police,Landslide,2022-09-02,Bagmati,Chitwan,Bharatpur,29,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-09-02,"Bharatpur, Chitwan, Nepal",27.67680000000007,84.43589000000009
Yes,Landslide at Bharatpur Metropolitan City-29,,nepal_police,Landslide,2022-09-01,Bagmati,Chitwan,Bharatpur,29,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-09-01,"Bharatpur, Chitwan, Nepal",27.67680000000007,84.43589000000009
Yes,"Landslide at Ghattakhola, Budhiganga Municipality-8",,nepal_police,Landslide,2022-09-01,Sudurpashchim,Bajura,Budhiganga,8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-09-01,"Budhiganga, Bajura, Nepal",29.360340000000065,81.32408000000004
Yes,"Landslide at Archalini, Sundarbazar Municipality-4",,nepal_police,Landslide,2022-09-01,Gandaki,Lamjung,Sundarbazar,4,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-09-01,"Sundarbazar, Lamjung, Nepal",28.15578000000005,84.36446000000007
Yes,Landslide at Khaptad Chhededaha Rural Municipality-1,,nepal_police,Landslide,2022-09-01,Sudurpashchim,Bajura,Khaptad Chhededaha,1,74000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-09-01,"Khaptad Chhededaha, Bajura, Nepal",29.39867000000004,81.28290000000004
Yes,Landslide at Budhiganga Municipality-8,,nepal_police,Landslide,2022-09-01,Sudurpashchim,Bajura,Budhiganga,8,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-09-01,"Budhiganga, Bajura, Nepal",29.360340000000065,81.32408000000004
Yes,"Landslide at purbhuta, Tribeni Municipality-3",,nepal_police,Landslide,2022-09-01,Sudurpashchim,Bajura,Tribeni,3,250000.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-09-01,"Tribeni, Bajura, Nepal",29.33594000000005,81.43072000000006
Yes,"Landslide at Ashigada, Mahakali_Darchula Municipality-8",,nepal_police,Landslide,2022-09-01,Sudurpashchim,Darchula,Mahakali_Darchula,8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-09-01,"Mahakali_Darchula, Darchula, Nepal",29.807840000000056,80.56564000000003
Yes,"Landslide at Hiudekhola, Tinau Rural Municipality-5",,nepal_police,Landslide,2022-09-01,Lumbini,Palpa,Tinau,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-09-01,"Tinau, Palpa, Nepal",27.76465000000007,83.47024000000005
Yes,"Landslide at Darwang, Malika Rural Municipality-6",,nepal_police,Landslide,2022-09-01,Gandaki,Myagdi,Malika,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-09-01,"Malika, Myagdi, Nepal",28.421250000000043,83.36207000000007
Yes,"Landslide at Sandel, Silichong Rural Municipality-3",,nepal_police,Landslide,2022-09-01,Koshi,Sankhuwasabha,Silichong,3,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-09-01,"Silichong, Sankhuwasabha, Nepal",27.514760000000024,87.07129000000003
Yes,"Landslide at Jumkhola, Kalimati Rural Municipality-5",,nepal_police,Landslide,2022-09-01,Karnali,Salyan,Kalimati,5,,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-09-01,"Kalimati, Salyan, Nepal",28.270790000000034,81.99644000000006
Yes,"Landslide at Naktadi, Shailyashikhar Municipality-9",,nepal_police,Landslide,2022-08-31,Sudurpashchim,Darchula,Shailyashikhar,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-08-31,"Shailyashikhar, Darchula, Nepal",29.70637000000005,80.57500000000005
Yes,Landslide at Bharatpur Metropolitan City-29,,nepal_police,Landslide,2022-08-31,Bagmati,Chitwan,Bharatpur,29,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-08-31,"Bharatpur, Chitwan, Nepal",27.67680000000007,84.43589000000009
Yes,"Landslide at Ambote, Modi Rural Municipality-5",,nepal_police,Landslide,2022-08-31,Gandaki,Parbat,Modi,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-08-31,"Modi, Parbat, Nepal",28.31015000000008,83.71883000000008
Yes,"Landslide at Aambote, Modi Rural Municipality-5",,nepal_police,Landslide,2022-08-30,Gandaki,Parbat,Modi,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-08-30,"Modi, Parbat, Nepal",28.31015000000008,83.71883000000008
Yes,"Landslide at guralthum, Chabispathivera Rural Municipality-1",,nepal_police,Landslide,2022-08-30,Sudurpashchim,Bajhang,Chabispathivera,1,,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-08-30,"Chabispathivera, Bajhang, Nepal",29.560820000000035,81.06176000000005
Yes,"Landslide at Sireni, Kalimati Rural Municipality-6",,nepal_police,Landslide,2022-08-29,Karnali,Salyan,Kalimati,6,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-08-29,"Kalimati, Salyan, Nepal",28.270790000000034,81.99644000000006
Yes,"Landslide at Chourkhola, Kapurkot Rural Municipality-3",,nepal_police,Landslide,2022-08-29,Karnali,Salyan,Kapurkot,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-08-29,"Kapurkot, Salyan, Nepal",28.24885000000006,82.36148000000009
Yes,"Flood at Jogidaha, Triyuga Municipality-1",,nepal_police,Flood,2022-08-28,Koshi,Udayapur,Triyuga,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-08-28,"Triyuga, Udayapur, Nepal",26.791900000000055,86.69900000000007
Yes,Landslide at Aathbiskot Municipality-14,,nepal_police,Landslide,2022-08-28,Karnali,Rukum West,Aathbiskot,14,,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,1,0,0,2022-08-28,"Aathbiskot, Rukum West, Nepal",28.84600000000006,82.52065000000005
Yes,"Landslide at Thamdada, Musikot Municipality-1",,nepal_police,Landslide,2022-08-28,Karnali,Rukum West,Musikot,1,,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2022-08-28,"Musikot, Rukum West, Nepal",28.612720000000024,82.47214000000008
Yes,"Landslide at Pangre, Hupsekot Rural Municipality-5",,nepal_police,Landslide,2022-08-28,Gandaki,Nawalparasi East,Hupsekot,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-08-28,"Hupsekot, Nawalparasi East, Nepal",27.70028000000008,84.06548000000004
Yes,"Landslide at Saubada, Budhiganga Municipality-4",,nepal_police,Landslide,2022-08-28,Sudurpashchim,Bajura,Budhiganga,4,50000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-08-28,"Budhiganga, Bajura, Nepal",29.360340000000065,81.32408000000004
Yes,"Landslide at Pahalman, Nechasalyan Rural Municipality-6",,nepal_police,Landslide,2022-08-28,Koshi,Solukhumbu,Nechasalyan,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-08-28,"Nechasalyan, Solukhumbu, Nepal",27.39566000000008,86.59779000000003
Yes,"Landslide at Baisari, Raghuganga Rural Municipality-2",,nepal_police,Landslide,2022-08-28,Gandaki,Myagdi,Raghuganga,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-08-28,"Raghuganga, Myagdi, Nepal",28.535030000000063,83.51666000000006
Yes,"Landslide at Akeravir, Golanjor Rural Municipality-6",,nepal_police,Landslide,2022-08-28,Bagmati,Sindhuli,Golanjor,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-08-28,"Golanjor, Sindhuli, Nepal",27.26159000000007,86.05895000000004
Yes,"Landslide at Bhursu, Naumule Rural Municipality-1",,nepal_police,Landslide,2022-08-28,Karnali,Dailekh,Naumule,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-08-28,"Naumule, Dailekh, Nepal",28.92554000000007,81.84465000000006
Yes,"Landslide at Relpairo, Marma Rural Municipality-3",,nepal_police,Landslide,2022-08-27,Sudurpashchim,Darchula,Marma,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-08-27,"Marma, Darchula, Nepal",29.741630000000043,80.84767000000005
Yes,"Landslide at Samata, Gaurishankar Rural Municipality-7",,nepal_police,Landslide,2022-08-27,Bagmati,Dolakha,Gaurishankar,7,,0,0,1,1,0,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2022-08-27,"Gaurishankar, Dolakha, Nepal",27.809750000000065,86.32435000000004
Yes,"Landslide at Bhadikharka, Madi Rural Municipality-6",,nepal_police,Landslide,2022-08-26,Gandaki,Kaski,Madi,6,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-08-26,"Madi, Kaski, Nepal",28.36611000000005,84.13913000000008
Yes,"Landslide at Hadevir, Beni Municipality-2",,nepal_police,Landslide,2022-08-25,Gandaki,Myagdi,Beni,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-08-25,"Beni, Myagdi, Nepal",28.35524000000004,83.52645000000007
Yes,"Landslide at Pedang, Sirijangha Rural Municipality-5",,nepal_police,Landslide,2022-08-24,Koshi,Taplejung,Sirijangha,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2022-08-24,"Sirijangha, Taplejung, Nepal",27.494260000000057,87.96349000000004
Yes,"Landslide at Dinga, Rolpa Municipality-6",,nepal_police,Landslide,2022-08-24,Lumbini,Rolpa,Rolpa,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-08-24,"Rolpa, Rolpa, Nepal",28.325420000000065,82.64442000000008
Yes,"Landslide at Muglin, Bharatpur Metropolitan City-29",,nepal_police,Landslide,2022-08-24,Bagmati,Chitwan,Bharatpur,29,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-08-24,"Bharatpur, Chitwan, Nepal",27.67680000000007,84.43589000000009
Yes,"Landslide at Hadevir, Beni Municipality-2",,nepal_police,Landslide,2022-08-23,Gandaki,Myagdi,Beni,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2022-08-23,"Beni, Myagdi, Nepal",28.35524000000004,83.52645000000007
Yes,"Landslide at Simra, Narayan Municipality-8",,nepal_police,Landslide,2022-08-21,Karnali,Dailekh,Narayan,8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-08-21,"Narayan, Dailekh, Nepal",28.878390000000024,81.74146000000007
Yes,"Landslide at Tarkuche, Bagmati Rural Municipality-3",,nepal_police,Landslide,2022-08-20,Bagmati,Lalitpur,Bagmati,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-08-20,"Bagmati, Lalitpur, Nepal",27.6666175,85.3333337
