Verified,Title,Description,Source,Hazard,Incident on,Province,District,Municipality,Ward,Total estimated loss (NPR),Agriculture economic loss (NPR),Infrastructure economic loss (NPR),Total infrastructure destroyed,House destroyed,House affected,Total livestock destroyed,Total - People Death,Male - People Death,Female - People Death,Unknown - People Death,Disabled - People Death,Total - People Missing,Male - People Missing,Female - People Missing,Unknown - People Missing,Disabled - People Missing,Total - People Injured,Male - People Injured,Female - People Injured,Unknown - People Injured,Disabled - People Injured,date,search_str,latitude,longitude
Yes,"Landslide at Battisjure, Kerabari Rural Municipality-2",,nepal_police,Landslide,2021-04-22,Koshi,Morang,Kerabari,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-04-22,"Kerabari, Morang, Nepal",26.77514000000008,87.38727000000006
Yes,"Landslide at Sukekhola, Naugad Rural Municipality-6",,nepal_police,Landslide,2021-04-19,Sudurpashchim,Darchula,Naugad,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2021-04-19,"Naugad, Darchula, Nepal",29.797800000000052,80.67992000000004
Yes,"Landslide at Gha GAu, Punarbas Municipality-4",,nepal_police,Landslide,2021-01-06,Sudurpashchim,Kanchanpur,Punarbas,4,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-01-06,"Punarbas, Kanchanpur, Nepal",28.638960000000058,80.46738000000005
Yes,Forest Fire at Waling Municipality-14,,nepal_police,Forest Fire,2022-12-21,Gandaki,Syangja,Waling,14,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-12-21,"Waling, Syangja, Nepal",27.9843444,83.7685296
Yes,"Forest Fire at Beldi, Chandrapur Municipality-6",,nepal_police,Forest Fire,2022-11-01,Madhesh,Rautahat,Chandrapur,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-11-01,"Chandrapur, Rautahat, Nepal",27.1270572,85.3810871
Yes,"Forest Fire at Rambagh, Gulariya Municipality-5",,nepal_police,Forest Fire,2022-06-26,Lumbini,Bardiya,Gulariya,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-26,"Gulariya, Bardiya, Nepal",28.2048538,81.3455485
Yes,"Forest Fire at bhandariwada , Chandannath Municipality-2",,other,Forest Fire,2022-06-19,Karnali,Jumla,Chandannath,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-19,"Chandannath, Jumla, Nepal",29.3031521,82.1501085
Yes,"Forest Fire at Dandakateri, Siddha Kumakh Rural Municipality-3",,nepal_police,Forest Fire,2022-06-18,Karnali,Salyan,Siddha Kumakh,3,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-18,"Siddha Kumakh, Salyan, Nepal",28.4068256,82.1675807
Yes,Forest Fire at Dhakari Rural Municipality-3,,nepal_police,Forest Fire,2022-06-12,Sudurpashchim,Achham,Dhakari,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-12,"Dhakari, Achham, Nepal",28.9769829,81.2246906
Yes,"Forest Fire at Mayang, Putha Uttarganga Rural Municipality-6",,nepal_police,Forest Fire,2022-06-08,Lumbini,Rukum East,Putha Uttarganga,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-08,"Putha Uttarganga, Rukum East, Nepal",28.6394558,82.5517807
Yes,"Forest Fire at Seule, Dhankuta Municipality-4",,other,Forest Fire,2022-06-02,Koshi,Dhankuta,Dhankuta,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-02,"Dhankuta, Dhankuta, Nepal",26.9825083,87.3451034
Yes,"Forest Fire at Sansare, Chhathar Jorpati Rural Municipality-3",,nepal_police,Forest Fire,2022-05-24,Koshi,Dhankuta,Chhathar Jorpati,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-24,"Chhathar Jorpati, Dhankuta, Nepal",27.022131,87.4031366
Yes,"Forest Fire at karmitar, Dhankuta Municipality-5",,other,Forest Fire,2022-05-20,Koshi,Dhankuta,Dhankuta,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20,"Dhankuta, Dhankuta, Nepal",26.9825083,87.3451034
Yes,"Forest Fire at Sandanchbaur, Airawati Rural Municipality-5",,other,Forest Fire,2022-05-20,Lumbini,Pyuthan,Airawati,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20,"Airawati, Pyuthan, Nepal",28.032859,82.9021693
Yes,"Forest Fire at thanthok, Chame Rural Municipality-2",,other,Forest Fire,2022-05-12,Gandaki,Manang,Chame,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-12,"Chame, Manang, Nepal",28.5507325,84.2423535
Yes,"Forest Fire at Lubhuwa, Pauwadungma Rural Municipality-5",,nepal_police,Forest Fire,2022-05-10,Koshi,Bhojpur,Pauwadungma,5,1815000.0,0,0,2,2,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-10,"Pauwadungma, Bhojpur, Nepal",27.1229312,87.1453288
Yes,"Forest Fire at Syanilck, Sworgadwary Municipality-5",,nepal_police,Forest Fire,2022-05-01,Lumbini,Pyuthan,Sworgadwary,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2022-05-01,"Sworgadwary, Pyuthan, Nepal",28.1319035,82.6947379
Yes,Forest Fire at Sunil Smriti Rural Municipality-6,,nepal_police,Forest Fire,2022-05-01,Lumbini,Rolpa,Sunil Smriti,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-01,"Sunil Smriti, Rolpa, Nepal",28.2579868,82.7389803
Yes,Forest Fire at Mallarani Rural Municipality-2,,other,Forest Fire,2022-04-27,Lumbini,Pyuthan,Mallarani,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-27,"Mallarani, Pyuthan, Nepal",28.0735265,82.9182622
Yes,Forest Fire at Pyuthan Municipality-8,,other,Forest Fire,2022-04-27,Lumbini,Pyuthan,Pyuthan,8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-27,"Pyuthan, Pyuthan, Nepal",28.1275303,82.8494422
Yes,"Forest Fire at Nala, Bandipur Rural Municipality-1",,other,Forest Fire,2022-04-27,Gandaki,Tanahu,Bandipur,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-27,"Bandipur, Tanahu, Nepal",27.7441108,85.3209226
Yes,Forest Fire at Pyuthan Municipality-10,,nepal_police,Forest Fire,2022-04-27,Lumbini,Pyuthan,Pyuthan,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-27,"Pyuthan, Pyuthan, Nepal",28.1275303,82.8494422
Yes,"Forest Fire at kur, Bhumekasthan Municipality-8",,other,Forest Fire,2022-04-27,Lumbini,Arghakhanchi,Bhumekasthan,8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-27,"Bhumekasthan, Arghakhanchi, Nepal",27.9646263,83.0586617
Yes,Forest Fire at Nagarjun Municipality-3,,other,Forest Fire,2022-04-27,Bagmati,Kathmandu,Nagarjun,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-27,"Nagarjun, Kathmandu, Nepal",27.7174824,85.2693125
Yes,"Forest Fire at Phutke, Phedap Rural Municipality-1",,other,Forest Fire,2022-04-27,Koshi,Terhathum,Phedap,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-27,"Phedap, Terhathum, Nepal",27.1490811,87.5944603
Yes,"Forest Fire at Sima, Simta Rural Municipality-5",,nepal_police,Forest Fire,2022-04-26,Karnali,Surkhet,Simta,5,1800000.0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-26,"Simta, Surkhet, Nepal",28.5453997,81.9436431
Yes,"Forest Fire at Falate, Thulung Dudhkoshi Rural Municipality-3",,nepal_police,Forest Fire,2022-04-26,Koshi,Solukhumbu,Thulung Dudhkoshi,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2022-04-26,"Thulung Dudhkoshi, Solukhumbu, Nepal",27.4277211,86.713777
Yes,Forest Fire at Bheriganga Municipality-6,,nepal_police,Forest Fire,2022-04-26,Karnali,Surkhet,Bheriganga,6,80000.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-26,"Bheriganga, Surkhet, Nepal",28.4709269,81.6770364
Yes,Forest Fire at Gokarneshwor Municipality-3,,other,Forest Fire,2022-04-26,Bagmati,Kathmandu,Gokarneshwor,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-26,"Gokarneshwor, Kathmandu, Nepal",27.7262875,85.3759059
Yes,Forest Fire at Budhanilakantha Municipality-1,,other,Forest Fire,2022-04-26,Bagmati,Kathmandu,Budhanilakantha,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-26,"Budhanilakantha, Kathmandu, Nepal",27.7815062,85.3594518
Yes,Forest Fire at Jhimruk Rural Municipality-5,,nepal_police,Forest Fire,2022-04-25,Lumbini,Pyuthan,Jhimruk,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-25,"Jhimruk, Pyuthan, Nepal",28.1486858,82.9840841
Yes,"Forest Fire at Hakula, Mapya Dudhkoshi Rural Municipality-7",,nepal_police,Forest Fire,2022-04-25,Koshi,Solukhumbu,Mapya Dudhkoshi,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-25,"Mapya Dudhkoshi, Solukhumbu, Nepal",27.5225725,86.6893182
Yes,"Forest Fire at Sankhet, Aathabis Municipality-6",,nepal_police,Forest Fire,2022-04-25,Karnali,Dailekh,Aathabis,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-25,"Aathabis, Dailekh, Nepal",29.0239458,81.4788235
Yes,"Forest Fire at Saptar, Budhanilakantha Municipality-13",,nepal_police,Forest Fire,2022-04-25,Bagmati,Kathmandu,Budhanilakantha,13,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-25,"Budhanilakantha, Kathmandu, Nepal",27.7815062,85.3594518
Yes,"Forest Fire at Kothiyagau, Madhuwan Municipality-5",,nepal_police,Forest Fire,2022-04-24,Lumbini,Bardiya,Madhuwan,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-24,"Madhuwan, Bardiya, Nepal",28.3361048,81.2689895
Yes,Forest Fire at Mallarani Rural Municipality-2,,nepal_police,Forest Fire,2022-04-24,Lumbini,Pyuthan,Mallarani,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-24,"Mallarani, Pyuthan, Nepal",28.0735265,82.9182622
Yes,"Forest Fire at gandhela, Rajpur Rural Municipality-7",,nepal_police,Forest Fire,2022-04-24,Lumbini,Dang,Rajpur,7,1050000.0,0,0,0,0,5,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-24,"Rajpur, Dang, Nepal",27.8268287,82.3555524
Yes,"Forest Fire at Tauluwa, Budhanilakantha Municipality-1",,other,Forest Fire,2022-04-24,Bagmati,Kathmandu,Budhanilakantha,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-24,"Budhanilakantha, Kathmandu, Nepal",27.7815062,85.3594518
Yes,"Forest Fire at salleni, Diprung Chuichumma Rural Municipality-4",,nepal_police,Forest Fire,2022-04-24,Koshi,Khotang,Diprung Chuichumma,4,1080000.0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-24,"Diprung Chuichumma, Khotang, Nepal",27.0972229,86.7939178
Yes,Forest Fire at Thulung Dudhkoshi Rural Municipality-2,,nepal_police,Forest Fire,2022-04-24,Koshi,Solukhumbu,Thulung Dudhkoshi,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-24,"Thulung Dudhkoshi, Solukhumbu, Nepal",27.4277211,86.713777
Yes,Forest Fire at Airawati Rural Municipality-6,,nepal_police,Forest Fire,2022-04-23,Lumbini,Pyuthan,Airawati,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-23,"Airawati, Pyuthan, Nepal",28.032859,82.9021693
Yes,Forest Fire at Bansagadhi Municipality-7,,nepal_police,Forest Fire,2022-04-23,Lumbini,Bardiya,Bansagadhi,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-23,"Bansagadhi, Bardiya, Nepal",28.2654122,81.5400016
Yes,Forest Fire at Narayan Municipality-3,,nepal_police,Forest Fire,2022-04-21,Karnali,Dailekh,Narayan,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-21,"Narayan, Dailekh, Nepal",28.8776184,81.7394918
Yes,"Forest Fire at Upallocour, Badigad Rural Municipality-4",,nepal_police,Forest Fire,2022-04-19,Gandaki,Baglung,Badigad,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-19,"Badigad, Baglung, Nepal",28.2678013,83.2509541
Yes,"Forest Fire at Raniban, Mandavi Rural Municipality-1",,nepal_police,Forest Fire,2022-04-19,Lumbini,Pyuthan,Mandavi,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-19,"Mandavi, Pyuthan, Nepal",28.0471039,82.7718348
Yes,"Forest Fire at Jantanagar, Badhaiyatal Rural Municipality-5",,nepal_police,Forest Fire,2022-04-19,Lumbini,Bardiya,Badhaiyatal,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-19,"Badhaiyatal, Bardiya, Nepal",28.1518335,81.4776062
Yes,"Forest Fire at Hattikharka, Chhathar Jorpati Rural Municipality-1",,nepal_police,Forest Fire,2022-04-18,Koshi,Dhankuta,Chhathar Jorpati,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-18,"Chhathar Jorpati, Dhankuta, Nepal",27.022131,87.4031366
Yes,"Forest Fire at Rupaskada, Jorayal Rural Municipality-2",,nepal_police,Forest Fire,2022-04-18,Sudurpashchim,Doti,Jorayal,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-18,"Jorayal, Doti, Nepal",29.0998839,80.6732153
Yes,"Forest Fire at Local, Bhojpur Municipality-4",,nepal_police,Forest Fire,2022-04-18,Koshi,Bhojpur,Bhojpur,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-18,"Bhojpur, Bhojpur, Nepal",27.1879842,87.0498443
Yes,"Forest Fire at Palapu, Champadevi Rural Municipality-2",,nepal_police,Forest Fire,2022-04-18,Koshi,Okhaldhunga,Champadevi,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-18,"Champadevi, Okhaldhunga, Nepal",27.3331594,86.2908902
Yes,Forest Fire at Chhathar Rural Municipality-4,,nepal_police,Forest Fire,2022-04-17,Koshi,Terhathum,Chhathar,4,1700000.0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-17,"Chhathar, Terhathum, Nepal",27.0589568,87.4503131
Yes,"Forest Fire at haku, Aathrai Rural Municipality-3",,nepal_police,Forest Fire,2022-04-17,Koshi,Terhathum,Aathrai,3,500000.0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-17,"Aathrai, Terhathum, Nepal",27.7352668,85.309135
Yes,"Forest Fire at Kerabari, Ramprasad Rai Rural Municipality-3",,nepal_police,Forest Fire,2022-04-17,Koshi,Bhojpur,Ramprasad Rai,3,2500000.0,0,0,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-17,"Ramprasad Rai, Bhojpur, Nepal",27.0815175,87.0299353
Yes,"Forest Fire at Chakari, Jitpur Simara Submetropolitan City-22",,nepal_police,Forest Fire,2022-04-17,Madhesh,Bara,Jitpur Simara,22,100000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-17,"Jitpur Simara, Bara, Nepal",27.2144488,85.0117808
Yes,"Forest Fire at Jaljalca, Phedap Rural Municipality-3",,nepal_police,Forest Fire,2022-04-16,Koshi,Terhathum,Phedap,3,1700000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-16,"Phedap, Terhathum, Nepal",27.1490811,87.5944603
Yes,"Forest Fire at Pipalchour, Lungri Rural Municipality-5",,nepal_police,Forest Fire,2022-04-15,Lumbini,Rolpa,Lungri,5,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-15,"Lungri, Rolpa, Nepal",28.266657,82.808739
Yes,"Forest Fire at Palasea, Suryabinayak Municipality-9",,nepal_police,Forest Fire,2022-04-15,Bagmati,Bhaktapur,Suryabinayak,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-15,"Suryabinayak, Bhaktapur, Nepal",27.6675536,85.4034057
Yes,"Forest Fire at badkadiale, Khotehang Rural Municipality-4",,nepal_police,Forest Fire,2022-04-15,Koshi,Khotang,Khotehang,4,60000.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-15,"Khotehang, Khotang, Nepal",27.0351548,86.8454052
Yes,Forest Fire at Tikapur Municipality-1,,other,Forest Fire,2022-04-09,Sudurpashchim,Kailali,Tikapur,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-09,"Tikapur, Kailali, Nepal",28.5282679,81.119298
Yes,"Forest Fire at dhata, Pyuthan Municipality-2",,nepal_police,Forest Fire,2022-04-06,Lumbini,Pyuthan,Pyuthan,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-06,"Pyuthan, Pyuthan, Nepal",28.1275303,82.8494422
Yes,"Forest Fire at Bugmati, Lalitpur Metropolitan City-22",,nepal_police,Forest Fire,2022-04-05,Bagmati,Lalitpur,Lalitpur,22,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-05,"Lalitpur, Lalitpur, Nepal",27.6765635,85.3166069
Yes,"Forest Fire at Madhapur, Manebhanjyang Rural Municipality-9",,nepal_police,Forest Fire,2022-04-05,Koshi,Okhaldhunga,Manebhanjyang,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-05,"Manebhanjyang, Okhaldhunga, Nepal",27.2119455,86.4655248
Yes,"Forest Fire at Bhajipuruwa, Nepalgunj Submetropolitan City-23",,nepal_police,Forest Fire,2022-04-04,Lumbini,Banke,Nepalgunj,23,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-04,"Nepalgunj, Banke, Nepal",28.1023045,81.6622794
Yes,"Forest Fire at Jadi, Airawati Rural Municipality-2",,nepal_police,Forest Fire,2022-04-04,Lumbini,Pyuthan,Airawati,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-04,"Airawati, Pyuthan, Nepal",28.032859,82.9021693
Yes,"Forest Fire at Thoklung, Aathrai Rural Municipality-7",,nepal_police,Forest Fire,2022-04-04,Koshi,Terhathum,Aathrai,7,1000000.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-04,"Aathrai, Terhathum, Nepal",27.7352668,85.309135
Yes,"Forest Fire at Nuwakot, Tila Rural Municipality-4",,nepal_police,Forest Fire,2022-03-30,Karnali,Jumla,Tila,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-03-30,"Tila, Jumla, Nepal",29.1865729,81.9839161
Yes,"Forest Fire at Chauphal, Katari Municipality-1",,nepal_police,Forest Fire,2022-03-28,Koshi,Udayapur,Katari,1,1066200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-03-28,"Katari, Udayapur, Nepal",26.962807,86.3705031
Yes,"Forest Fire at kot, Tyamkemaiyung Rural Municipality-7",,other,Forest Fire,2022-03-27,Koshi,Bhojpur,Tyamkemaiyung,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-03-27,"Tyamkemaiyung, Bhojpur, Nepal",27.1743038,87.0934775
Yes,"Forest Fire at Urathe, Myanglung Municipality-3",,nepal_police,Forest Fire,2022-03-27,Koshi,Terhathum,Myanglung,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-03-27,"Myanglung, Terhathum, Nepal",27.1200086,87.5364049
Yes,"Forest Fire at dhate, Phedap Rural Municipality-3",,other,Forest Fire,2022-03-26,Koshi,Terhathum,Phedap,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-03-26,"Phedap, Terhathum, Nepal",27.1490811,87.5944603
Yes,"Forest Fire at khoriya, Mirchaiya Municipality-7",,other,Forest Fire,2022-03-26,Madhesh,Siraha,Mirchaiya,7,900000.0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-03-26,"Mirchaiya, Siraha, Nepal",26.8304301,86.2524757
Yes,"Forest Fire at Mamkha, Chisankhugadhi Rural Municipality-7",,nepal_police,Forest Fire,2022-03-25,Koshi,Okhaldhunga,Chisankhugadhi,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-03-25,"Chisankhugadhi, Okhaldhunga, Nepal",27.3188786,86.6176882
Yes,"Forest Fire at Bajeni, Sworgadwary Municipality-8",,other,Forest Fire,2022-03-25,Lumbini,Pyuthan,Sworgadwary,8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-03-25,"Sworgadwary, Pyuthan, Nepal",28.1319035,82.6947379
Yes,"Forest Fire at lLamdanda, Sandhikharka Municipality-10",,nepal_police,Forest Fire,2022-03-20,Lumbini,Arghakhanchi,Sandhikharka,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-03-20,"Sandhikharka, Arghakhanchi, Nepal",27.975697,83.127113
Yes,Forest Fire at Chandannath Municipality-1,,other,Forest Fire,2022-03-18,Karnali,Jumla,Chandannath,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-03-18,"Chandannath, Jumla, Nepal",29.3031521,82.1501085
Yes,"Forest Fire at Arkhaule, Mahalaxmi Municipality-8",,other,Forest Fire,2022-03-18,Koshi,Dhankuta,Mahalaxmi,8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-03-18,"Mahalaxmi, Dhankuta, Nepal",27.1335945,87.3323685
Yes,"Forest Fire at Majhkharka, Myanglung Municipality-2",,nepal_police,Forest Fire,2022-03-17,Koshi,Terhathum,Myanglung,2,50000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-03-17,"Myanglung, Terhathum, Nepal",27.1200086,87.5364049
Yes,"Forest Fire at Belgadi, Damak Municipality-3",,other,Forest Fire,2022-03-16,Koshi,Jhapa,Damak,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-03-16,"Damak, Jhapa, Nepal",26.6650146,87.7011507
Yes,"Forest Fire at Matikhel, Chandragiri Municipality-4",,other,Forest Fire,2022-03-15,Bagmati,Kathmandu,Chandragiri,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-03-15,"Chandragiri, Kathmandu, Nepal",27.6889272,85.2422926
Yes,"Forest Fire at Chuhandanda, Aathrai Rural Municipality-6",,nepal_police,Forest Fire,2022-03-14,Koshi,Terhathum,Aathrai,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-03-14,"Aathrai, Terhathum, Nepal",27.7352668,85.309135
Yes,"Forest Fire at Basnasthali, Annapurna Rural Municipality-9",,other,Forest Fire,2022-03-13,Gandaki,Kaski,Annapurna,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-03-13,"Annapurna, Kaski, Nepal",28.433657,83.8022522
Yes,"Forest Fire at patale, Molung Rural Municipality-7",,other,Forest Fire,2022-03-12,Koshi,Okhaldhunga,Molung,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-03-12,"Molung, Okhaldhunga, Nepal",27.3569583,86.4257935
Yes,"Forest Fire at Muldol, Godawari_Lalitpur Municipality-10",,other,Forest Fire,2022-03-12,Bagmati,Lalitpur,Godawari_Lalitpur,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-03-12,"Godawari_Lalitpur, Lalitpur, Nepal",27.5880347,85.3278463
Yes,Forest Fire at Uttargaya Rural Municipality-1,,nepal_police,Forest Fire,2022-03-09,Bagmati,Rasuwa,Uttargaya,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-03-09,"Uttargaya, Rasuwa, Nepal",28.07071,85.1825768
Yes,Forest Fire at Solududhakunda Municipality-4,,nepal_police,Forest Fire,2022-01-31,Koshi,Solukhumbu,Solududhakunda,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-01-31,"Solududhakunda, Solukhumbu, Nepal",27.7262537,86.7812043
Yes,Forest Fire at Solududhakunda Municipality-7,,nepal_police,Forest Fire,2022-01-31,Koshi,Solukhumbu,Solududhakunda,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-01-31,"Solududhakunda, Solukhumbu, Nepal",27.7262537,86.7812043
Yes,"Forest Fire at Hunga, Mahakulung Rural Municipality-2",,nepal_police,Forest Fire,2021-12-23,Koshi,Solukhumbu,Mahakulung,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-12-23,"Mahakulung, Solukhumbu, Nepal",27.6529554,86.8978779
Yes,Forest Fire at Raskot Municipality-9,,nepal_police,Forest Fire,2021-12-17,Karnali,Kalikot,Raskot,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2021-12-17,"Raskot, Kalikot, Nepal",29.2749998,81.6445362
Yes,"Forest Fire at Rupche, Siddhicharan Municipality-10",,nepal_police,Forest Fire,2021-05-22,Koshi,Okhaldhunga,Siddhicharan,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-05-22,"Siddhicharan, Okhaldhunga, Nepal",27.317984,86.501404
