Verified,Title,Description,Source,Hazard,Incident on,Province,District,Municipality,Ward,Total estimated loss (NPR),Agriculture economic loss (NPR),Infrastructure economic loss (NPR),Total infrastructure destroyed,House destroyed,House affected,Total livestock destroyed,Total - People Death,Male - People Death,Female - People Death,Unknown - People Death,Disabled - People Death,Total - People Missing,Male - People Missing,Female - People Missing,Unknown - People Missing,Disabled - People Missing,Total - People Injured,Male - People Injured,Female - People Injured,Unknown - People Injured,Disabled - People Injured
Yes,"Fire at Anarma, Harinagara Rural Municipality-6",,nepal_police,Fire,2021-04-23,Koshi,Sunsari,Harinagara,6,140000,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Thunderbolt at Basthala, Diprung Chuichumma Rural Municipality-6",,nepal_police,Thunderbolt,2021-04-22,Koshi,Khotang,Diprung Chuichumma,6,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Wind storm at Karjanha Municipality-6,,nepal_police,Wind Storm,2021-04-22,Madhesh,Siraha,Karjanha,6,450000,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Landslide at Battisjure, Kerabari Rural Municipality-2",,nepal_police,Landslide,2021-04-22,Koshi,Morang,Kerabari,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Thunderbolt at Bhantakura, Kalimati Rural Municipality-2",,nepal_police,Thunderbolt,2021-04-22,Karnali,Salyan,Kalimati,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Yes,Wind storm at Barahathawa Municipality-5,,nepal_police,Wind Storm,2021-04-22,Madhesh,Sarlahi,Barahathawa,5,300000,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Jogidaha, Agnisair Krishna Savaran Rural Municipality-1",,nepal_police,Fire,2021-04-22,Madhesh,Saptari,Agnisair Krishna Savaran,1,136000,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Thunderbolt at Dhumbana, Aamchowk Rural Municipality-9",,nepal_police,Thunderbolt,2021-04-22,Koshi,Bhojpur,Aamchowk,9,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Animal Incidents at Madhuban, Barah Municipality-11",,nepal_police,Animal Incidents,2021-04-22,Koshi,Sunsari,Barah,11,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Wind storm at Mechinagar Municipality-8,,nepal_police,Wind Storm,2021-04-22,Koshi,Jhapa,Mechinagar,8,260000,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Gairigaun, Suryodaya Municipality-9",,nepal_police,Fire,2021-04-22,Koshi,Ilam,Suryodaya,9,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Wind storm at Jorsimal, Mechinagar Municipality-8",,nepal_police,Wind Storm,2021-04-22,Koshi,Jhapa,Mechinagar,8,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at chepekhola, Dudhpokhari Rural Municipality-1",,nepal_police,Fire,2021-04-22,Gandaki,Lamjung,Dudhpokhari,1,500000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Thunderbolt at Chilau, Champadevi Rural Municipality-4",,nepal_police,Thunderbolt,2021-04-22,Koshi,Okhaldhunga,Champadevi,4,745000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Khanar, Itahari Submetropolitan City-12",,nepal_police,Fire,2021-04-22,Koshi,Sunsari,Itahari,12,100000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Animal Incidents at Ramnagar, Thori Rural Municipality-3",,nepal_police,Animal Incidents,2021-04-22,Madhesh,Parsa,Thori,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Yes,"Fire at Basatpur, Kalaiya Submetropolitan City-20",,nepal_police,Fire,2021-04-22,Madhesh,Bara,Kalaiya,20,200000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Thunderbolt at Jaiyarapur, Gujara Municipality-8",,nepal_police,Thunderbolt,2021-04-22,Madhesh,Rautahat,Gujara,8,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Thunderbolt at Sirjana Chok, Shivasataxi Municipality-8",,nepal_police,Thunderbolt,2021-04-22,Koshi,Jhapa,Shivasataxi,8,100000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Wind storm at Jaljale, Triyuga Municipality-5",,nepal_police,Wind Storm,2021-04-22,Koshi,Udayapur,Triyuga,5,267000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Wind storm at Nayabasti, Mechinagar Municipality-8",,nepal_police,Wind Storm,2021-04-22,Koshi,Jhapa,Mechinagar,8,250000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Thunderbolt at Basaitole, Aamchowk Rural Municipality-7",,nepal_police,Thunderbolt,2021-04-22,Koshi,Bhojpur,Aamchowk,7,1000000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Yes,"Wind storm at Madanpur, Arjundhara Municipality-1",,nepal_police,Wind Storm,2021-04-22,Koshi,Jhapa,Arjundhara,1,80000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Bhadgaun, Resunga Municipality-3",,nepal_police,Fire,2021-04-22,Lumbini,Gulmi,Resunga,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Siswa, Khadak Municipality-1",,nepal_police,Fire,2021-04-22,Madhesh,Saptari,Khadak,1,151000,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Thunderbolt at daleli, Kanepokhari Rural Municipality-2",,nepal_police,Thunderbolt,2021-04-22,Koshi,Morang,Kanepokhari,2,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Khampang, Aamchowk Rural Municipality-7",,nepal_police,Fire,2021-04-22,Koshi,Bhojpur,Aamchowk,7,450000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Wind storm at Sisne, Arjundhara Municipality-1",,nepal_police,Wind Storm,2021-04-22,Koshi,Jhapa,Arjundhara,1,60000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Thunderbolt at Chilaune, Champadevi Rural Municipality-4",,nepal_police,Thunderbolt,2021-04-22,Koshi,Okhaldhunga,Champadevi,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Yes,"Thunderbolt at Tiringe, Pathibhara Yangwarak Rural Municipality-3",,nepal_police,Thunderbolt,2021-04-22,Koshi,Taplejung,Pathibhara Yangwarak,3,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Wind storm at phutaha, Badhaiyatal Rural Municipality-3",,nepal_police,Wind Storm,2021-04-21,Lumbini,Bardiya,Badhaiyatal,3,591000,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Animal Incidents at phu, Narpa Bhoomi Rural Municipality-5",,nepal_police,Animal Incidents,2021-04-21,Gandaki,Manang,Narpa Bhoomi,5,,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Sadepani, Ghodaghodi Municipality-2",,nepal_police,Fire,2021-04-20,Sudurpashchim,Kailali,Ghodaghodi,2,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Giritole, Mahakali_Kanchanpur Municipality-10",,nepal_police,Fire,2021-04-20,Sudurpashchim,Kanchanpur,Mahakali_Kanchanpur,10,110000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Bhubaneswari, Sharada Municipality-11",,nepal_police,Fire,2021-04-20,Karnali,Salyan,Sharada,11,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Thunderbolt at Payal, Chaurpati Rural Municipality-4",,other,Thunderbolt,2021-04-20,Sudurpashchim,Achham,Chaurpati,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Yes,"Fire at Madana, Sharada Municipality-10",,nepal_police,Fire,2021-04-20,Karnali,Salyan,Sharada,10,,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Sikalpatti, Laljhadi Rural Municipality-6",,nepal_police,Fire,2021-04-20,Sudurpashchim,Kanchanpur,Laljhadi,6,650000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Basikot, Musikot Municipality-9",,nepal_police,Fire,2021-04-20,Lumbini,Gulmi,Musikot,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Forest Fire at Lungri Rural Municipality-6,,nepal_police,Forest Fire,2021-04-20,Lumbini,Rolpa,Lungri,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Forest Fire at Chandrapal, Sharada Municipality-2",,nepal_police,Forest Fire,2021-04-20,Karnali,Salyan,Sharada,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Sahntichaur, Gurbhakot Municipality-6",,nepal_police,Fire,2021-04-20,Karnali,Surkhet,Gurbhakot,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Jiwa, Mirchaiya Municipality-6",,nepal_police,Fire,2021-04-20,Madhesh,Siraha,Mirchaiya,6,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Yes,"Fire at Bhagatpur, Barbardiya Municipality-8",,nepal_police,Fire,2021-04-20,Lumbini,Bardiya,Barbardiya,8,545000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Animal Incidents at sidin, Falelung Rural Municipality-6",,nepal_police,Animal Incidents,2021-04-20,Koshi,Panchthar,Falelung,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Yes,"Fire at Turtur, Thori Rural Municipality-5",,nepal_police,Fire,2021-04-20,Madhesh,Parsa,Thori,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Yes,"Fire at Pemajung, Maijogmai Rural Municipality-1",,nepal_police,Fire,2021-04-20,Koshi,Ilam,Maijogmai,1,500000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Thunderbolt at syapsala, Parashuram Municipality-10",,nepal_police,Thunderbolt,2021-04-20,Sudurpashchim,Dadeldhura,Parashuram,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Yes,"Fire at Naike, Hetauda Submetropolitan City-1",,nepal_police,Fire,2021-04-20,Bagmati,Makwanpur,Hetauda,1,225000,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Asare, Badigad Rural Municipality-7",,nepal_police,Fire,2021-04-20,Gandaki,Baglung,Badigad,7,,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Thunderbolt at Dumariya, Mayadevi Rural Municipality-3",,nepal_police,Thunderbolt,2021-04-20,Lumbini,Kapilbastu,Mayadevi,3,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Kalyanpur, Khadak Municipality-7",,nepal_police,Fire,2021-04-20,Madhesh,Saptari,Khadak,7,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Tangiya, Jitpur Simara Submetropolitan City-16",,nepal_police,Fire,2021-04-20,Madhesh,Bara,Jitpur Simara,16,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Subarnapur, Janaki Rural Municipality-6",,nepal_police,Fire,2021-04-20,Sudurpashchim,Kailali,Janaki,6,1000000,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Animal Incidents at bankatta, Madi Municipality-1",,nepal_police,Animal Incidents,2021-04-20,Bagmati,Chitwan,Madi,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Yes,Fire at Malangawa Municipality-3,,nepal_police,Fire,2021-04-20,Madhesh,Sarlahi,Malangawa,3,200000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Khajurabajar, Khajura Rural Municipality-3",,nepal_police,Fire,2021-04-20,Lumbini,Banke,Khajura,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Dhakana, Laljhadi Rural Municipality-6",,nepal_police,Fire,2021-04-20,Sudurpashchim,Kanchanpur,Laljhadi,6,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Forest Fire at Phungling Municipality-6,,nepal_police,Forest Fire,2021-04-20,Koshi,Taplejung,Phungling,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Kapleswar, Pokhara Lekhnath Metropolitan City-19",,nepal_police,Fire,2021-04-19,Gandaki,Kaski,Pokhara Lekhnath,19,600000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Sitalpur, Parsa Rural Municipality-1",,nepal_police,Fire,2021-04-19,Madhesh,Sarlahi,Parsa,1,250000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Ranagar, Pacharauta Municipality-3",,nepal_police,Fire,2021-04-19,Madhesh,Bara,Pacharauta,3,374000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Forest Fire at Dhangadhi Submetropolitan City-6,,nepal_police,Forest Fire,2021-04-19,Sudurpashchim,Kailali,Dhangadhi,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Sitapur, Barahathawa Municipality-10",,nepal_police,Fire,2021-04-19,Madhesh,Sarlahi,Barahathawa,10,500000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Janakinagar, Bariyarpatti Rural Municipality-2",,nepal_police,Fire,2021-04-19,Madhesh,Siraha,Bariyarpatti,2,,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Raga, Panchpuri Municipality-9",,nepal_police,Fire,2021-04-19,Karnali,Surkhet,Panchpuri,9,,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Panchakuti, Bhajani Municipality-5",,nepal_police,Fire,2021-04-19,Sudurpashchim,Kailali,Bhajani,5,3000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Khamla, Diktel Rupakot Majhuwagadhi Municipality-13",,nepal_police,Fire,2021-04-19,Koshi,Khotang,Diktel Rupakot Majhuwagadhi,13,250000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Landslide at Sukekhola, Naugad Rural Municipality-6",,nepal_police,Landslide,2021-04-19,Sudurpashchim,Darchula,Naugad,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Yes,"Fire at dhurbatole, Bardaghat Municipality-10",,nepal_police,Fire,2021-04-19,Lumbini,Nawalparasi West,Bardaghat,10,24000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Maichanya, Runtigadi Rural Municipality-4",,nepal_police,Fire,2021-04-19,Lumbini,Rolpa,Runtigadi,4,600000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Jamunaha, Narainapur Rural Municipality-5",,nepal_police,Fire,2021-04-19,Lumbini,Banke,Narainapur,5,764500,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Suda, Bedkot Municipality-7",,nepal_police,Fire,2021-04-19,Sudurpashchim,Kanchanpur,Bedkot,7,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Sakhada, Chhinnamasta Rural Municipality-3",,nepal_police,Fire,2021-04-19,Madhesh,Saptari,Chhinnamasta,3,400000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Dhakana, Tulsipur Submetropolitan City-13",,nepal_police,Fire,2021-04-19,Lumbini,Dang,Tulsipur,13,25000,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Manikapur, Gadhawa Rural Municipality-6",,nepal_police,Fire,2021-04-19,Lumbini,Dang,Gadhawa,6,900000,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Fire at Rapti Sonari Rural Municipality-1,,nepal_police,Fire,2021-04-19,Lumbini,Banke,Rapti Sonari,1,,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Ramri, Kumakh Rural Municipality-3",,nepal_police,Fire,2021-04-19,Karnali,Salyan,Kumakh,3,,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at dhabitole, Gramthan Rural Municipality-2",,nepal_police,Fire,2021-04-19,Koshi,Morang,Gramthan,2,600000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Paragaun, Shivapuri Rural Municipality-2",,nepal_police,Fire,2021-04-19,Bagmati,Nuwakot,Shivapuri,2,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Forest Fire at Banauli, Kailari Rural Municipality-6",,nepal_police,Forest Fire,2021-04-19,Sudurpashchim,Kailali,Kailari,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Bhagawanpur, Shambhunath Municipality-7",,nepal_police,Fire,2021-04-19,Madhesh,Saptari,Shambhunath,7,1800000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Forest Fire at Mayapuri, Mahakali_Kanchanpur Municipality-2",,nepal_police,Forest Fire,2021-04-19,Sudurpashchim,Kanchanpur,Mahakali_Kanchanpur,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Forest Fire at Paiyutar, Tarakeshwor Municipality-6",,nepal_police,Forest Fire,2021-04-19,Bagmati,Kathmandu,Tarakeshwor,6,450000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Sakhama, Budhiganga Rural Municipality-2",,nepal_police,Fire,2021-04-18,Koshi,Morang,Budhiganga,2,200000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Jauwabarath, Bijayanagar Rural Municipality-1",,nepal_police,Fire,2021-04-18,Lumbini,Kapilbastu,Bijayanagar,1,1350000,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Davibasti, Buddhashanti Rural Municipality-4",,nepal_police,Fire,2021-04-18,Koshi,Jhapa,Buddhashanti,4,4000000,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Suntabari, Changunarayan Municipality-2",,nepal_police,Fire,2021-04-18,Bagmati,Bhaktapur,Changunarayan,2,216000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Basundhara, Kathmandu Metropolitan City-3",,nepal_police,Fire,2021-04-18,Bagmati,Kathmandu,Kathmandu,3,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Suneni, Mandavi Rural Municipality-4",,nepal_police,Fire,2021-04-18,Lumbini,Pyuthan,Mandavi,4,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Marse, Yangwarak Rural Municipality-6",,nepal_police,Fire,2021-04-18,Koshi,Panchthar,Yangwarak,6,700000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Fire at Dewanganj Rural Municipality-1,,nepal_police,Fire,2021-04-17,Koshi,Sunsari,Dewanganj,1,3300000,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Thunderbolt at Bhadrapur Municipality-7,,nepal_police,Thunderbolt,2021-04-17,Koshi,Jhapa,Bhadrapur,7,5000000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Matayania, Dhangadhi Submetropolitan City-6",,nepal_police,Fire,2021-04-17,Sudurpashchim,Kailali,Dhangadhi,6,400000,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Babiya, Inaruwa Municipality-9",,nepal_police,Fire,2021-04-17,Koshi,Sunsari,Inaruwa,9,250000,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Kujharai, Mahadeva Rural Municipality-1",,nepal_police,Fire,2021-04-17,Madhesh,Saptari,Mahadeva,1,500000,0,0,2,2,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Kamanidanda, Tinpatan Rural Municipality-4",,nepal_police,Fire,2021-04-17,Bagmati,Sindhuli,Tinpatan,4,327000,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Thunderbolt at Khandaha, Malarani Rural Municipality-3",,nepal_police,Thunderbolt,2021-04-17,Lumbini,Arghakhanchi,Malarani,3,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Forest Fire at Bansagadhi Municipality-6,,nepal_police,Forest Fire,2021-04-17,Lumbini,Bardiya,Bansagadhi,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Forest Fire at Dhangadhi Submetropolitan City-12,,nepal_police,Forest Fire,2021-04-17,Sudurpashchim,Kailali,Dhangadhi,12,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Fire at Nepalgunj Submetropolitan City-18,,nepal_police,Fire,2021-04-17,Lumbini,Banke,Nepalgunj,18,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Manamaiju, Tarakeshwor Municipality-10",,nepal_police,Fire,2021-04-17,Bagmati,Kathmandu,Tarakeshwor,10,350000,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Fire at Rajpur Rural Municipality-4,,nepal_police,Fire,2021-04-17,Lumbini,Dang,Rajpur,4,400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Ghatgaun, Chaukune Rural Municipality-10",,nepal_police,Fire,2021-04-16,Karnali,Surkhet,Chaukune,10,225000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Yes,"Thunderbolt at Jabertole, Bhojpur Municipality-7",,nepal_police,Thunderbolt,2021-04-16,Koshi,Bhojpur,Bhojpur,7,,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Ramawapur, Sunwal Municipality-4",,nepal_police,Fire,2021-04-16,Lumbini,Nawalparasi West,Sunwal,4,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Thunderbolt at Galfariya, Barah Municipality-8",,nepal_police,Thunderbolt,2021-04-16,Koshi,Sunsari,Barah,8,25000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Matahiya, Narainapur Rural Municipality-3",,nepal_police,Fire,2021-04-16,Lumbini,Banke,Narainapur,3,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Public Tole , Tillotama Municipality-3",,nepal_police,Fire,2021-04-16,Lumbini,Rupandehi,Tillotama,3,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Thunderbolt at Resha, Kanthekhola Rural Municipality-7",,nepal_police,Thunderbolt,2021-04-16,Gandaki,Baglung,Kanthekhola,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Yes,"Thunderbolt at Tikawang, Mangala Rural Municipality-5",,nepal_police,Thunderbolt,2021-04-16,Gandaki,Myagdi,Mangala,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Yes,"Fire at Bhotechaur, Melamchi Municipality-1",,nepal_police,Fire,2021-04-16,Bagmati,Sindhupalchok,Melamchi,1,2000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Forest Fire at Dhangadhi Submetropolitan City-17,,nepal_police,Forest Fire,2021-04-16,Sudurpashchim,Kailali,Dhangadhi,17,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Thunderbolt at Thade, Yangwarak Rural Municipality-4",,nepal_police,Thunderbolt,2021-04-16,Koshi,Panchthar,Yangwarak,4,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Yes,"Fire at Khoriya, Changunarayan Municipality-4",,nepal_police,Fire,2021-04-16,Bagmati,Bhaktapur,Changunarayan,4,121000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Thunderbolt at Pokharitole, Ishworpur Municipality-7",,nepal_police,Thunderbolt,2021-04-16,Madhesh,Sarlahi,Ishworpur,7,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at TAku, Marma Rural Municipality-1",,nepal_police,Fire,2021-04-16,Sudurpashchim,Darchula,Marma,1,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Animal Incidents at Mechinagar Municipality-4,,nepal_police,Animal Incidents,2021-04-16,Koshi,Jhapa,Mechinagar,4,160000,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Piparakoti, Lamkichuha Municipality-6",,nepal_police,Fire,2021-04-16,Sudurpashchim,Kailali,Lamkichuha,6,120000,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
